hunt_code,reconciled_bucket,resolution_status,include_in_core_comparable_2026,resolution_rationale,universe_status,likely_cause,prefix,present_in_bible_years,present_in_2025_bible,present_in_2026_bible,present_in_live_2026_hunttable,present_in_database,hanumber_fetch_status,live_presence_status,live_comparison_status,live_shape_status,hunt_name,species,sex_type,weapon,hunt_type,live_res,live_nr,live_total,database_compared_res,database_compared_nr,database_compared_total,species_truth_direct_source_support,species_truth_direct_source_match_support,species_truth_conservation_source_support,species_truth_conservation_source_match_support,species_truth_source_families,species_truth_comparison_statuses,species_truth_total_values,permit_reconciliation_confidence,permit_reconciliation_winner,permit_reconciliation_recommended_total,permit_reconciliation_action,source_url
EB1009,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EB,,no,no,yes,yes,OK,LIVE_AND_DATABASE,BOTH_BLANK,LIVE_DWR_NO_QUOTA_PUBLISHED,Spike Only Elk Units - Multiseason,Elk,Bull,Multiseason,General Season - Spike Bull,,,,,,,no,no,no,no,,,,NO_PERMIT_VALUE,NONE,,NO_CURRENT_PERMIT_VALUE_FOUND,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB1010,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EB,,no,no,yes,yes,OK,LIVE_AND_DATABASE,LIVE_NO_QUOTA_DATABASE_PRESERVED,LIVE_DWR_NO_QUOTA_PUBLISHED,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,,,,,17,no,no,no,no,,,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB1011,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EB,,no,no,yes,yes,OK,LIVE_AND_DATABASE,BOTH_BLANK,LIVE_DWR_NO_QUOTA_PUBLISHED,Youth General Season Bull Elk,Elk,Bull,Any Legal Weapon,General Season - Youth,,,,,,,no,no,no,no,,,,NO_PERMIT_VALUE,NONE,,NO_CURRENT_PERMIT_VALUE_FOUND,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3168,CURRENT_PLANNER_EXTRA_WITH_MULTI_SOURCE_PERMIT_SUPPORT,REVIEW,maybe,"Not in 2025 BIBLE, but current permit evidence is multi-source/total-confirmed.",LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,EB,2023|2024,no,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Cache, Meadowville",Elk,Bull,Archery,Limited Entry,4,1,5,4,1,5,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,5,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3561,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,maybe,Present in 2025 BIBLE but absent from fresh 2026 DWR table; needs drop/rename/crosswalk review.,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,EB,2020|2021|2022|2023|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Two Bear CWMU,Elk,Bull,Any Legal Weapon,CWMU,,,,5,0,5,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,5,PROMOTE_CANDIDATE_AFTER_REVIEW,
EB3609,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,maybe,Present in 2025 BIBLE but absent from fresh 2026 DWR table; needs drop/rename/crosswalk review.,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,EB,2021|2022|2023|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Royal Ivory Outfitters CWMU,Elk,Bull,Any Legal Weapon,CWMU,,,,3,0,3,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,3,PROMOTE_CANDIDATE_AFTER_REVIEW,
EB3616,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,no,Database row is not exposed by the fresh DWR live table; do not count as active core without source review.,DATABASE_NOT_IN_LIVE_TABLE,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,EB,2023|2024,no,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Sweetwater CWMU,Elk,Bull,Any Legal Weapon,CWMU,,,,,,1,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,
EB3617,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,maybe,Present in 2025 BIBLE but absent from fresh 2026 DWR table; needs drop/rename/crosswalk review.,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,EB,2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Diamond Mountain CWMU,Elk,Bull,Any Legal Weapon,CWMU,,,,1,0,1,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,
EB3620,SEPARATE_CWMU_CURRENT_PLANNER_LAYER,REVIEW,maybe,"CWMU current-planner row not in 2025 BIBLE; review whether this is new, renamed, or omitted by source family.",LIVE_2026_NOT_IN_2025_BIBLE,CWMU_CURRENT_PLANNER,EB,,no,no,yes,yes,OK,LIVE_AND_DATABASE,TOTAL_MATCH_SPLIT_DIFFERS,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,The Dirty Dozen,Elk,Bull,Any Legal Weapon,CWMU,,,1,1,0,1,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
GO1000,SPORTSMAN_CONTINUITY_LAYER_REVIEW,REVIEW,maybe,"Sportsman codes are known continuing active permit hunts, but this row was not in 2025 BIBLE extraction.",LIVE_2026_NOT_IN_2025_BIBLE,SPORTSMAN_CURRENT_PLANNER,GO,2020|2021|2022|2023|2024,no,no,yes,yes,OK,LIVE_AND_DATABASE,LIVE_NO_QUOTA_DATABASE_PRESERVED,LIVE_DWR_NO_QUOTA_PUBLISHED,Mountain Goat - Statewide Permit,Mountain Goat,Hunters Choice,Any Legal Weapon,Statewide,,,,,,1,no,no,yes,no,CONSERVATION_PERMITS_DIRECT,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,,MEDIUM_SINGLE_SOURCE,UTAHDRAWS,1,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Mountain+Goat&gender=Hunters+Choice
MA1006,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,no,Database row is not exposed by the fresh DWR live table; do not count as active core without source review.,DATABASE_NOT_IN_LIVE_TABLE,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,MA,2022|2023|2024,no,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,"Wasatch Mtns, West",Moose,Antlerless,Any Legal Weapon,Once-in-a-lifetime,,,,4,1,5,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,5,PROMOTE_CANDIDATE_AFTER_REVIEW,
MA1011,SEPARATE_CWMU_CURRENT_PLANNER_LAYER,REVIEW,maybe,"CWMU current-planner row not in 2025 BIBLE; review whether this is new, renamed, or omitted by source family.",LIVE_2026_NOT_IN_2025_BIBLE,CWMU_CURRENT_PLANNER,MA,,no,no,yes,no,,LIVE_ONLY,LIVE_ONLY,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,Beaver Hollow,Moose,Antlerless,Any Legal Weapon,CWMU,,,1,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HUNTTABLE,1,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Antlerless
MB1000,SPORTSMAN_CONTINUITY_LAYER_REVIEW,REVIEW,maybe,"Sportsman codes are known continuing active permit hunts, but this row was not in 2025 BIBLE extraction.",LIVE_2026_NOT_IN_2025_BIBLE,SPORTSMAN_CURRENT_PLANNER,MB,2020|2021|2022|2023|2024,no,no,yes,yes,OK,LIVE_AND_DATABASE,BOTH_BLANK,LIVE_DWR_NO_QUOTA_PUBLISHED,Moose - Statewide Permit,Moose,Bull,Any Legal Weapon,Statewide,,,,,,,no,no,yes,no,CONSERVATION_PERMITS_DIRECT,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,,MEDIUM_SINGLE_SOURCE,UTAHDRAWS,1,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull
MB6200,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,maybe,Present in 2025 BIBLE but absent from fresh 2026 DWR table; needs drop/rename/crosswalk review.,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2021|2022|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Bear Springs CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,
MB6201,SEPARATE_CWMU_CURRENT_PLANNER_LAYER,REVIEW,maybe,"CWMU current-planner row not in 2025 BIBLE; review whether this is new, renamed, or omitted by source family.",LIVE_2026_NOT_IN_2025_BIBLE,CWMU_CURRENT_PLANNER,MB,2020|2021,no,no,yes,yes,OK,LIVE_AND_DATABASE,TOTAL_MATCH_SPLIT_DIFFERS,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,Beaver Hollow CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,1,1,0,1,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull
MB6207,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,maybe,Present in 2025 BIBLE but absent from fresh 2026 DWR table; needs drop/rename/crosswalk review.,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2020|2021|2022|2023|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Durst Mountain CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,
MB6209,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,maybe,Present in 2025 BIBLE but absent from fresh 2026 DWR table; needs drop/rename/crosswalk review.,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2020|2021|2022|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Ensign Ranches CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,
MB6217,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,maybe,Present in 2025 BIBLE but absent from fresh 2026 DWR table; needs drop/rename/crosswalk review.,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2021|2022|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Sharp Mountain CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,
MB6220,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,maybe,Present in 2025 BIBLE but absent from fresh 2026 DWR table; needs drop/rename/crosswalk review.,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2021|2022|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,South Canyon CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,
MB6223,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,maybe,Present in 2025 BIBLE but absent from fresh 2026 DWR table; needs drop/rename/crosswalk review.,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2021|2022|2023|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Three C CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,
MB6224,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,maybe,Present in 2025 BIBLE but absent from fresh 2026 DWR table; needs drop/rename/crosswalk review.,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2020|2021|2022|2023|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Two Bear CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,
MB6225,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,maybe,Present in 2025 BIBLE but absent from fresh 2026 DWR table; needs drop/rename/crosswalk review.,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2021|2023|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Wallsburg CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,
MB6240,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,maybe,Present in 2025 BIBLE but absent from fresh 2026 DWR table; needs drop/rename/crosswalk review.,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2021|2022|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Chimney Rock CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,
MB6254,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,maybe,Present in 2025 BIBLE but absent from fresh 2026 DWR table; needs drop/rename/crosswalk review.,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2020|2021|2022|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,SJ Ranch CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,
MB6257,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,maybe,Present in 2025 BIBLE but absent from fresh 2026 DWR table; needs drop/rename/crosswalk review.,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2021|2023|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Ingham Peak CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,
MB6259,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,maybe,Present in 2025 BIBLE but absent from fresh 2026 DWR table; needs drop/rename/crosswalk review.,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,MB,2023|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Royal Ivory Outfitters CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,1,0,1,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,
MB6263,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,no,Database row is not exposed by the fresh DWR live table; do not count as active core without source review.,DATABASE_NOT_IN_LIVE_TABLE,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,MB,2021|2024,no,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Moon Ranch CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,,,,no,no,no,no,,,,NO_PERMIT_VALUE,NONE,,NO_CURRENT_PERMIT_VALUE_FOUND,
MB6264,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,no,Database row is not exposed by the fresh DWR live table; do not count as active core without source review.,DATABASE_NOT_IN_LIVE_TABLE,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,MB,2021|2024,no,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Sand Creek CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,
MB6265,SEPARATE_CWMU_CURRENT_PLANNER_LAYER,REVIEW,maybe,"CWMU current-planner row not in 2025 BIBLE; review whether this is new, renamed, or omitted by source family.",LIVE_2026_NOT_IN_2025_BIBLE,CWMU_CURRENT_PLANNER,MB,2022|2024,no,no,yes,yes,OK,LIVE_AND_DATABASE,TOTAL_MATCH_SPLIT_DIFFERS,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,Little Pole Canyon CWMU,Moose,Bull,Any Legal Weapon,CWMU,,,1,1,0,1,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull
PB1000,SPORTSMAN_CONTINUITY_LAYER_REVIEW,REVIEW,maybe,"Sportsman codes are known continuing active permit hunts, but this row was not in 2025 BIBLE extraction.",LIVE_2026_NOT_IN_2025_BIBLE,SPORTSMAN_CURRENT_PLANNER,PB,2020|2021|2022|2023|2024,no,no,yes,yes,OK,LIVE_AND_DATABASE,BOTH_BLANK,LIVE_DWR_NO_QUOTA_PUBLISHED,Pronghorn - Statewide Permit,Pronghorn,Buck,Any Legal Weapon,Statewide,,,,,,,no,no,yes,no,CONSERVATION_PERMITS_DIRECT,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,,MEDIUM_SINGLE_SOURCE,UTAHDRAWS,1,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck
PB5313,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,no,Database row is not exposed by the fresh DWR live table; do not count as active core without source review.,DATABASE_NOT_IN_LIVE_TABLE,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,PB,2020|2021|2022|2024,no,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,West Willow Creek Ranch CWMU,Pronghorn,Buck,Any Legal Weapon,CWMU,,,,,,1,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,
PB5341,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,no,Database row is not exposed by the fresh DWR live table; do not count as active core without source review.,DATABASE_NOT_IN_LIVE_TABLE,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,PB,2022|2023|2024,no,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Sweetwater CWMU,Pronghorn,Buck,Any Legal Weapon,CWMU,,,,,,1,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,
PB5343,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,maybe,Present in 2025 BIBLE but absent from fresh 2026 DWR table; needs drop/rename/crosswalk review.,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,PB,2025,yes,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
PD1006,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,no,Database row is not exposed by the fresh DWR live table; do not count as active core without source review.,DATABASE_NOT_IN_LIVE_TABLE,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,PD,2024,no,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Parker Mtn,Pronghorn,Doe,Any Legal Weapon,General Season,,,,22,3,25,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,25,PROMOTE_CANDIDATE_AFTER_REVIEW,
PD1011,SEPARATE_CWMU_CURRENT_PLANNER_LAYER,REVIEW,maybe,"CWMU current-planner row not in 2025 BIBLE; review whether this is new, renamed, or omitted by source family.",LIVE_2026_NOT_IN_2025_BIBLE,CWMU_CURRENT_PLANNER,PD,,no,no,yes,no,,LIVE_ONLY,LIVE_ONLY,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,Deseret CWMU,Pronghorn,Doe,Any Legal Weapon,CWMU,,,40,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HUNTTABLE,40,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1016,SEPARATE_CWMU_CURRENT_PLANNER_LAYER,REVIEW,maybe,"CWMU current-planner row not in 2025 BIBLE; review whether this is new, renamed, or omitted by source family.",LIVE_2026_NOT_IN_2025_BIBLE,CWMU_CURRENT_PLANNER,PD,2020|2021|2022|2023|2024,no,no,yes,yes,OK,LIVE_AND_DATABASE,NUMERIC_MISMATCH,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,Zane CWMU,Pronghorn,Doe,Any Legal Weapon,CWMU,,,6,4,0,4,no,no,no,no,,,,MEDIUM_TOTAL_CONFIRMED,HANUMBER,6,PROMOTE_TOTAL_AFTER_SPLIT_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1025,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,no,Database row is not exposed by the fresh DWR live table; do not count as active core without source review.,DATABASE_NOT_IN_LIVE_TABLE,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,PD,2020|2021|2022|2023|2024,no,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Cottonwood Ridge CWMU,Pronghorn,Doe,Any Legal Weapon,CWMU,,,,4,0,4,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,6,PROMOTE_CANDIDATE_AFTER_REVIEW,
PD1026,SEPARATE_CWMU_CURRENT_PLANNER_LAYER,REVIEW,maybe,"CWMU current-planner row not in 2025 BIBLE; review whether this is new, renamed, or omitted by source family.",LIVE_2026_NOT_IN_2025_BIBLE,CWMU_CURRENT_PLANNER,PD,2020|2021|2022|2023|2024,no,no,yes,yes,OK,LIVE_AND_DATABASE,NUMERIC_MISMATCH,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,Pahvant Ensign CWMU,Pronghorn,Doe,Any Legal Weapon,CWMU,,,6,4,0,4,no,no,no,no,,,,MEDIUM_TOTAL_CONFIRMED,HANUMBER,6,PROMOTE_TOTAL_AFTER_SPLIT_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1032,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,no,Database row is not exposed by the fresh DWR live table; do not count as active core without source review.,DATABASE_NOT_IN_LIVE_TABLE,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,PD,2020|2021|2022|2023|2024,no,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,Antelope Creek CWMU,Pronghorn,Doe,Any Legal Weapon,CWMU,,,,6,,6,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HANUMBER,6,PROMOTE_CANDIDATE_AFTER_REVIEW,
PD1039,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,maybe,Fresh DWR current planner row not in 2025 BIBLE; unresolved source-family status.,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,PD,2020|2021,no,no,yes,no,,LIVE_ONLY,LIVE_ONLY,LIVE_DWR_RES_NR_SPLIT,"Panguitch Lake/Zion, North",Pronghorn,Doe,Any Legal Weapon,General Season,36,4,40,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HUNTTABLE,40,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1041,SEPARATE_CWMU_CURRENT_PLANNER_LAYER,REVIEW,maybe,"CWMU current-planner row not in 2025 BIBLE; review whether this is new, renamed, or omitted by source family.",LIVE_2026_NOT_IN_2025_BIBLE,CWMU_CURRENT_PLANNER,PD,2020|2021|2022|2023,no,no,yes,no,,LIVE_ONLY,LIVE_ONLY,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,Heist CWMU,Pronghorn,Doe,Any Legal Weapon,CWMU,,,6,,,,no,no,no,no,,,,MEDIUM_SINGLE_SOURCE,HUNTTABLE,6,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
